fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,26,PUNJAB,2608,ROPAR,396566,391.775047459273,19,8,0,568,161,4046,181208,108969,24699,0,8,0,709.927728,9507,9829,28916,43428,1,51878,72820,4614,709.927728,144294,34,36.78,4.44,104.34,NA
2024-2025,July,26,PUNJAB,2622,Pathankot,337516,356.713792787845,25,2,127.5146843,394,211,4056,65556,31043,14118,0,4,0,361.3619783,2560,2641,23037,29886,1,41940,54168,4450,233.847294,23775,27,76.17,6.96,99.76,NA
2024-2025,July,26,PUNJAB,2624,MALERKOTLA,203713,333.803556935672,17,9,70.289973368,170,27,1069,113356,96889,15926,9,2,0,448.676333368,6541,6935,12716,18692,0,19699,26961,1239,378.38636,89910,13,35.02,21.84,99.95,NA
2024-2025,July,26,PUNJAB,2604,LUDHIANA,1213058,314.130730783479,16,55,8.0749161,1193,211,6213,504787,421200,73946,0,0,0,1593.7660081,30644,31921,66067,88379,0,106751,134321,7406,1585.691092,412240,25,83.18,7.55,100.46,NA
2024-2025,July,26,PUNJAB,2607,HOSHIARPUR,682288,366.521502797762,21,6,30.8530777,362,770,7203,193905,100856,58769,172,49,0,741.5565977,9223,9419,60843,96525,0,107329,161440,7565,710.70352,115733,19,65.77,10.73,110,NA
2024-2025,July,26,PUNJAB,2601,GURDASPUR,531259,353.968890018015,19,16,185.0402356,709,751,6614,173192,23876,8650,41,10,0,798.0860356,8805,9195,58308,67399,1,117473,134195,7323,613.0458,91087,43,77.13,7.27,102.15,NA
2024-2025,July,26,PUNJAB,2602,AMRITSAR,557559,334.01894404503,20,30,185.5853318,933,276,6879,279993,217061,56661,152,37,0,1120.8149938,13799,14380,58374,75187,2,103349,128832,7812,935.229662,167934,25,62.38,4.85,100.83,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,328.585380802235,15,71,134.09766455,755,139,6787,564847,369357,87245,0,0,1.77511,1991.87744045,36893,39513,85345,132050,0,128566,185697,7542,1856.0046659,450759,20,48.05,21.53,100.55,NA
2024-2025,July,26,PUNJAB,2605,JALANDHAR,237364,335.378065388928,23,12,47.6467238,643,216,4545,287174,270433,44315,136,8,0,1010.7653293,12006,12525,35819,48754,0,72646,97095,5188,963.1186055,220184,32,87.33,8.55,101.49,NA
2024-2025,July,26,PUNJAB,2610,SANGRUR,1039903,332.151554026933,15,63,132.5906172,523,21,3074,508228,408332,77152,99,18,0,1820.6778172,32714,34598,61194,98047,0,85745,129177,3597,1688.0872,382968,12,44.4,25.03,100.05,NA
2024-2025,July,26,PUNJAB,2624,MALERKOTLA,203713,331.514036465149,17,9,73.761641268,189,27,1050,114630,98075,15929,9,2,0,453.776181268,6550,6947,12717,18695,0,19703,26967,1239,380.01454,90922,13,34.89,21.94,99.92,NA
2024-2025,July,26,PUNJAB,2608,ROPAR,396566,390.691184916637,19,8,46.550363803,568,145,4060,188393,112962,24705,0,8,0,782.585207803,9721,10059,28928,43445,2,51885,72828,4628,736.034844,149872,34,37.33,4.41,104.57,NA
2024-2025,July,26,PUNJAB,2617,MANSA,612306,356.120063292628,10,90,10.2314242,103,20,1905,170004,136225,74638,0,0,0,615.6497766,15951,17733,48315,93495,0,82526,144248,2008,605.4183524,120712,17,48.89,18.11,105.73,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,340.255476212076,22,16,135.3690015,583,140,6579,429903,329251,51525,888,29,0,1598.1375014,19116,19866,51624,68690,1,106608,152698,7162,1462.7684999,252906,32,72.62,8.56,111.09,NA
2024-2025,July,26,PUNJAB,2601,GURDASPUR,531259,341.964419922458,21,18,305.9504793,808,697,6552,201180,27386,8683,62,9,0,993.9144993,9554,10002,58608,67764,2,117761,134520,7360,687.96402,105196,43,75.29,7,101.76,NA
2024-2025,July,26,PUNJAB,2610,SANGRUR,1039903,328.951541748675,16,63,146.6776292,629,18,3041,563970,452393,77277,99,18,0,2001.8656392,33725,35790,61264,98201,0,85778,129282,3670,1855.18801,422671,12,44.61,24.17,99.94,NA
2024-2025,July,26,PUNJAB,2617,MANSA,612306,355.002532460541,11,94,27.5294953,120,18,1902,185764,148078,74664,0,0,0,686.996399699999,16523,18386,48346,93547,0,82566,144319,2022,659.466904399999,131431,17,47.76,17.96,105.27,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,332.988936252993,23,16,205.1921121,585,142,6652,465214,354225,51557,946,30,0,1754.303262,19398,20133,51709,68755,1,107196,153301,7237,1549.1111499,273209,32,72.54,8.41,110.73,NA
2024-2025,July,26,PUNJAB,2621,BARNALA,360005,333.881019786204,16,42,21.3673353,181,17,1183,193923,174168,37069,38,15,0,668.8394253,11796,12983,25088,42604,2,37738,60680,1364,647.47209,138313,29,49.9,6.18,99.93,NA
2024-2025,July,26,PUNJAB,2604,LUDHIANA,1213058,318.643358090874,17,59,36.1179561,1232,196,6234,570062,477351,74090,0,0,0,1852.5826561,31972,33389,66177,88555,1,106915,134553,7466,1816.4647,464940,25,81.85,8.73,100.58,NA
2024-2025,July,26,PUNJAB,2608,ROPAR,396566,376.411310874656,20,10,58.060901541,581,135,4146,220761,133103,24735,0,11,0,889.030275540999,10763,11156,28975,43532,2,51936,72918,4727,830.969373999999,176074,33,41.38,4.65,104.02,NA
2024-2025,July,26,PUNJAB,2617,MANSA,612306,355.108313899279,11,94,27.5294953,120,19,1902,182326,145359,74659,0,0,0,674.9842797,16403,18240,48334,93529,0,82563,144312,2022,647.4547844,128934,17,47.83,18.17,105.38,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,296.786947427137,11,59,869.913443477,162,65,4440,322695,198623,114509,90,76,0,1827.630083477,27646,35454,106956,201726,0,139027,253264,4602,957.71664,174291,37,68.98,1.21,124.49,NA
2024-2025,July,26,PUNJAB,2607,HOSHIARPUR,682288,363.462535982522,21,6,250.658181279,376,736,7198,213298,110140,58783,216,49,0,1025.916501279,9848,10068,60855,96546,0,107330,161447,7574,775.25832,126408,19,67.4,10.95,108.72,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,331.457372247081,15,76,139.85048775,829,132,6734,600045,392688,87285,0,0,2.80197,2131.54584705,37548,40290,85378,132093,1,128628,185781,7563,1988.8933893,477867,20,47.49,21.52,100.7,NA
2024-2025,July,26,PUNJAB,2616,MUKATSAR,786090,373.679638564415,11,88,38.5546775,800,18,6852,283536,237202,125702,87,66,0,1098.0709775,24748,29705,77053,149316,0,105108,194235,7652,1059.5163,192100,40,62.25,8.76,100.53,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,332.829775851931,23,16,205.1921121,585,142,6639,462596,352080,51533,946,30,0,1744.849342,19373,20107,51681,68724,1,107118,153224,7224,1539.6572299,271808,32,72.6,8.44,110.77,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,297.762738809092,11,59,869.913443477,162,65,4440,322695,198623,114509,90,76,0,1830.778913477,27646,35454,106956,201726,0,139027,253264,4602,960.86547,174291,37,69.16,1.21,124.39,NA
2024-2025,July,26,PUNJAB,2624,MALERKOTLA,203713,334.506034580914,18,9,74.649497068,195,26,1052,122958,105109,15952,9,2,0,485.951427068,6711,7124,12740,18727,0,19704,26973,1247,411.30193,97223,13,35.09,22.02,99.97,NA
2024-2025,July,26,PUNJAB,2602,AMRITSAR,557559,330.840771119409,20,30,185.5853318,1019,269,6837,294066,227876,56759,168,37,0,1158.4755538,14187,14793,58453,75299,2,103522,129042,7856,972.890222,176240,25,61.59,4.74,100.68,NA
2024-2025,July,26,PUNJAB,2603,FEROZEPUR                 ,840020,340.020965452941,18,21,126.522047248,1377,292,7546,338929,276392,87077,51,62,0,1278.951705248,18471,21481,66616,106792,3,115568,176707,8923,1152.429658,191969,25,75.13,6,102.29,NA
2024-2025,July,26,PUNJAB,2606,KAPURTHALA,255809,323.156334997767,21,29,84.105417765,577,122,4909,246330,210776,33977,437,78,0,880.136417765,11415,12079,28069,40622,1,46682,66207,5486,796.031,192128,25,22.91,7.14,109.98,NA
2024-2025,July,26,PUNJAB,2610,SANGRUR,1039903,329.822328082782,16,63,144.7326092,618,20,3045,538864,432413,77235,99,18,0,1922.0263992,33300,35282,61236,98137,0,85755,129220,3663,1777.29379,404610,12,44.52,24.68,99.83,NA
2024-2025,July,26,PUNJAB,2602,AMRITSAR,557559,328.827019975048,20,30,185.5853318,1026,268,6851,298172,231336,56774,174,37,0,1166.0554338,14316,14930,58463,75315,2,103569,129100,7877,980.470102,178870,25,61.76,4.72,100.74,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,331.094165987143,15,75,139.85048775,829,132,6728,599685,392530,87282,0,0,2.80197,2128.17450705,37537,40274,85378,132088,1,128617,185765,7557,1985.5220493,477591,20,47.46,21.53,100.7,NA
2024-2025,July,26,PUNJAB,2616,MUKATSAR,786090,374.225778365335,11,88,38.5546775,799,18,6847,281391,235342,125688,82,66,0,1091.5923375,24633,29558,77050,149302,0,105107,194223,7646,1053.03766,190670,40,62.28,8.79,100.51,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,332.244135778123,23,16,201.9690321,585,142,6622,461444,350936,51674,946,30,0,1735.089662,19534,20265,51781,68890,1,106979,153078,7207,1533.1206299,270866,32,72.84,8.46,110.82,NA
2024-2025,July,26,PUNJAB,2607,HOSHIARPUR,682288,336.344183533995,22,6,252.111433079,376,725,7322,244358,126760,58820,258,49,0,1073.995353079,10806,11061,60899,96617,0,107358,161497,7698,821.88392,145604,19,69.18,10.66,108.15,NA
2024-2025,July,26,PUNJAB,2612,FARIDKOT,446104,340.894169393961,14,57,101.8420299,594,18,985,258498,209154,57812,16,4,0,983.0466399,17235,20918,38692,72430,0,52523,92833,1579,881.20461,176600,7,74.59,3.1,99.92,NA
2024-2025,July,26,PUNJAB,2622,Pathankot,337516,353.380723469826,26,3,319.69585,425,166,4074,79174,38301,14172,0,4,0,599.481504,3011,3114,23106,29975,1,42116,54362,4499,279.785654,29531,27,71.76,5.97,99.7,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,298.641073865767,11,60,870.175703477,162,62,4457,333375,204512,114546,90,76,0,1865.770383477,28355,36323,106985,201809,0,139106,253454,4619,995.59468,179781,37,69.11,1.25,124.77,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,331.664284457454,16,78,140.05478775,860,131,6712,618335,403891,87284,0,0,2.80197,2193.65311105,37999,40809,85384,132089,2,128579,185708,7572,2050.7963533,492028,20,46.95,21.38,100.69,NA
2024-2025,July,26,PUNJAB,2614,NAWANSHAHR ,530028,326.356963761272,22,19,198.62408894,1054,10,2483,386465,281568,29264,0,3,0,1459.87952894,17062,17697,32419,43792,2,49210,63857,3537,1261.25544,288016,29,68.76,17.96,99.99,NA
2024-2025,July,26,PUNJAB,2616,MUKATSAR,786090,370.07573570684,11,89,38.5546775,805,18,6872,299304,250876,125751,87,66,0,1146.2061575,25761,30965,77106,149394,0,105124,194255,7677,1107.65148,203009,40,62.33,9.76,100.64,NA
2024-2025,July,26,PUNJAB,2618,FATEHGARH SAHIB,968986,324.193496938537,22,143,39.3163897,741,0,3847,529812,395270,42036,0,0,0,1756.9324397,23354,24488,35138,55513,1,53250,78608,4588,1717.61605,429983,28,39.33,30.04,100,NA
2024-2025,July,26,PUNJAB,2621,BARNALA,360005,334.455756026663,16,42,146.60071696,206,15,1167,199530,179230,37072,38,15,0,813.94028696,11920,13135,25090,42609,2,37738,60681,1373,667.33957,142430,28,49.51,6.02,99.99,NA
2024-2025,July,26,PUNJAB,2604,LUDHIANA,1213058,321.906357221705,18,59,664.0992996,1273,177,6300,625981,523822,74233,0,0,31.29931,2710.4712436,33217,34732,66283,88724,1,106992,134687,7573,2015.072634,511217,24,82.28,8.96,100.85,NA
2024-2025,July,26,PUNJAB,2608,ROPAR,396566,360.133974244627,21,12,247.890601771,581,117,4232,263479,158359,24769,0,11,11.88308,1208.651075771,12093,12571,29013,43592,3,51959,72947,4813,948.877394,209915,33,45.17,5.12,104.01,NA
2024-2025,July,26,PUNJAB,2612,FARIDKOT,446104,334.710077713713,15,58,101.8420299,595,18,988,263274,212819,57824,22,4,0,983.0466399,17352,21075,38699,72445,0,52533,92853,1583,881.20461,179638,7,74.77,3.08,99.92,NA
2024-2025,July,26,PUNJAB,2614,NAWANSHAHR ,530028,330.881956574738,22,19,324.35417744,1058,9,2490,397879,290277,29272,0,3,0,1640.86399744,17309,17961,32437,43813,2,49213,63865,3548,1316.50982,297067,29,65.82,20.93,99.89,NA
2024-2025,July,26,PUNJAB,2612,FARIDKOT,446104,334.329110610303,15,58,101.8420299,595,18,991,263574,213095,57827,22,4,0,983.0466399,17367,21095,38700,72448,0,52536,92861,1586,881.20461,179837,7,74.79,3.08,99.92,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,333.499413958477,24,18,255.1888923,586,132,6717,492303,376022,51974,981,30,0,1897.0165122,20239,21018,52099,69265,1,107673,153776,7303,1641.8276199,289003,31,70.74,8.7,110.3,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,296.794828032367,11,66,1262.695834672,213,59,4412,343931,210584,114554,90,76,0,2283.465254672,29243,37400,106999,201828,0,139102,253435,4625,1020.76942,185717,37,68.04,1.2,124.01,NA
2024-2025,July,26,PUNJAB,2606,KAPURTHALA,255809,325.290977748552,22,29,85.385997565,578,121,4914,253961,217305,34001,446,78,0,911.498217565,11501,12174,28078,40643,1,46700,66236,5492,826.11222,198173,25,18.55,5.61,110.27,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,331.712353168823,16,78,140.05478775,856,131,6714,612404,400271,87286,0,0,2.80197,2174.27647705,37854,40650,85375,132108,2,128605,185770,7570,2031.4197193,487546,20,47.06,21.29,100.69,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,298.095728385362,11,60,870.029843477,162,64,4445,328377,201571,114519,90,76,0,1848.907653477,27974,35858,106971,201770,0,139045,253318,4607,978.87781,177076,37,69.16,1.18,124.51,NA
2024-2025,July,26,PUNJAB,2624,MALERKOTLA,203713,334.753347983248,18,9,74.649497068,195,26,1053,125598,107270,15954,9,2,0,495.093007068,6751,7169,12743,18731,0,19704,26974,1248,420.44351,99146,13,35.58,21.91,99.97,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,331.76384919465,23,25,662.766897999,1209,557,6409,332402,44057,8927,210,11,37.16514,1802.721707999,13964,14669,60395,69797,9,120658,137678,7618,1102.78967,170494,42,69.05,9.5,101.6,NA
2024-2025,Aug,26,PUNJAB,2602,AMRITSAR,718736,323.44835146456,24,39,478.1664689,1558,93,7210,538114,422634,56404,403,47,47.60686,2266.2941909,21816,22976,58090,74651,25,102428,127331,8768,1740.520862,327967,23,58.97,4.07,101.22,NA
2024-2025,Aug,26,PUNJAB,2608,ROPAR,573085,348.054017821474,30,22,378.601609868,633,63,4698,475606,290355,24928,0,11,28.08499,2062.052391868,15563,16408,29271,43980,57,52111,73178,5331,1655.365792,377016,30,57.09,5.83,109.66,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,323.463893876052,20,72,426.313525934,859,14,3104,768083,614855,77662,123,18,31.33429,2942.118995934,37159,39838,61527,98724,5,85992,129763,3963,2484.47118,563269,11,49.65,20.34,100.23,NA
2024-2025,Aug,26,PUNJAB,2614,NAWANSHAHR ,657345,325.014009104583,30,21,372.30075944,1258,5,2667,599039,430629,29538,16,4,21.31565,2340.57707944,19893,20839,32728,44274,12,49428,64247,3925,1946.96067,448184,26,64.19,23.22,99.97,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,335.092072746433,24,25,765.888883699,1285,535,6373,349213,45210,8934,210,11,39.07144,1975.145403699,14427,15149,60555,69976,10,121064,138100,7658,1170.18508,178883,42,68.66,9.7,102.19,NA
2024-2025,Aug,26,PUNJAB,2607,HOSHIARPUR,845916,331.671809915734,25,6,452.046016639,1326,462,7082,438374,227735,58779,404,48,28.73837,1934.747366639,16882,17390,61161,96719,1,107172,160755,8408,1453.96298,264568,17,70.7,8.65,105.68,NA
2024-2025,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,1142944,322.928590336569,33,151,135.4637668,1403,0,3507,831092,619723,42206,0,0,42.66152,2861.9589668,24985,26527,35287,55767,16,53285,78699,4910,2683.83368,672543,27,33.6,40.22,99.97,NA
2024-2025,Aug,26,PUNJAB,2624,MALERKOTLA,246319,329.690851735016,22,11,135.767109848,225,15,1152,171497,145986,16028,9,2,13.41218,714.589209848,7619,8165,12808,18827,0,19757,27056,1377,565.40992,132707,11,40.37,20.94,99.98,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,333.753624446836,23,25,662.766897999,1201,566,6409,322463,42921,8915,195,10,37.16514,1776.163987999,13641,14321,60223,69601,9,120492,137495,7610,1076.23195,166396,42,69.52,8.9,101.57,NA
2024-2025,Aug,26,PUNJAB,2606,KAPURTHALA,355484,323.062472691275,26,32,750.083531675,723,75,5189,351536,299956,34384,630,78,18.72881,1904.493235675,13472,14344,28332,41092,4,46846,66500,5912,1135.680894,273821,23,25.18,17.48,111.49,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.522414200621,15,624,152.56265738,599,3,3025,547469,444014,95193,0,7,37.75876,1983.40510318,34928,39784,65312,117696,4,99535,165299,3624,1793.0836858,397369,9,57.1,10.88,101.11,NA
2024-2025,Aug,26,PUNJAB,2614,NAWANSHAHR ,657345,328.151751460044,29,21,369.97516444,1244,5,2680,590907,426247,29534,16,4,21.31565,2330.36248444,19810,20738,32717,44255,11,49420,64235,3924,1939.07167,441862,26,64.3,23.08,99.94,NA
2024-2025,Aug,26,PUNJAB,2615,MOGA,790544,319.909537842675,16,29,89.919823495,362,14,3684,428577,391496,86370,35,15,26.30188,1487.280403495,25225,28483,55880,95621,0,90654,146919,4046,1371.0587,302544,10,61.83,23.4,105.96,NA
2024-2025,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,1142944,319.152340566359,32,150,130.7108718,952,0,3933,809804,604583,42209,0,0,40.15872,2755.3780118,24888,26407,35286,55772,15,53298,78727,4885,2584.50842,655966,27,34.1,39.32,99.99,NA
2024-2025,Aug,26,PUNJAB,2624,MALERKOTLA,246319,330.689844913377,22,11,127.839556748,215,16,1152,165198,140744,16010,9,2,8.47838,682.610946748,7476,8006,12789,18803,0,19750,27048,1367,546.29301,128065,11,40.91,22.45,99.99,NA
2024-2025,Aug,26,PUNJAB,2602,AMRITSAR,718736,318.952605464319,25,39,480.2804089,1688,91,7135,565926,443817,56607,405,47,47.9564,2333.2725309,22557,23783,58310,74936,25,102534,127454,8823,1805.035722,344990,23,58.81,3.98,101.11,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,321.919172618971,20,72,426.313525934,859,13,3120,779810,624225,77680,123,18,31.33429,2968.005715934,37352,40073,61542,98750,5,86001,129777,3979,2510.3579,571080,11,49.75,20.27,100.18,NA
2024-2025,Aug,26,PUNJAB,2617,MANSA,689346,324.629571551974,15,119,65.9349017,186,8,1955,320669,253353,74959,0,0,28.49626,1135.4175625,20885,23627,48580,94005,2,82621,144467,2141,1040.9864008,225242,17,47.34,18.72,103.52,NA
2024-2025,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,1142944,323.318302497102,32,150,130.9458818,1276,0,3621,821112,613476,42204,0,0,42.66152,2828.4127818,24965,26500,35289,55764,16,53285,78698,4897,2654.80538,664601,27,33.88,39.89,99.97,NA
2024-2025,Aug,26,PUNJAB,2622,Pathankot,434684,336.530066415853,27,10,341.6590538,508,109,4277,147254,69405,14442,0,4,54.29092,891.5039578,5366,5580,23427,30389,5,42424,54693,4785,495.553984,52455,27,71.72,4.43,101.24,NA
2024-2025,Aug,26,PUNJAB,2623,Fazilka,1612806,283.2589294142,13,90,1515.164855972,591,37,4413,603875,353128,115081,194,76,21.09892,3246.793635972,44381,57199,107493,202919,3,139326,254092,5004,1710.52986,347477,35,69.09,3.33,115.46,NA
2024-2025,Aug,26,PUNJAB,2615,MOGA,790544,325.657162103707,17,29,127.725149395,369,12,3705,443864,405516,86436,35,15,28.56686,1601.766915395,25654,29009,55914,95698,0,90707,147017,4074,1445.474906,312730,10,62.18,23.34,107.17,NA
2024-2025,Aug,26,PUNJAB,2616,MUKATSAR,971873,341.285615474468,14,122,77.147592238,1034,16,6951,501678,423953,126264,216,68,31.59759,1820.900032238,35417,43281,77439,150080,1,105338,194704,7985,1712.15485,337187,39,63.61,10.56,100.2,NA
2024-2025,Aug,26,PUNJAB,2617,MANSA,689346,322.728277126032,15,119,150.04097542,190,5,1957,325195,257018,75019,0,0,28.49626,1228.03345622,21176,23972,48592,94076,2,82623,144521,2147,1049.4962208,228244,16,47.31,18.69,103.47,NA
2024-2025,Aug,26,PUNJAB,2623,Fazilka,1612806,282.066321876014,13,96,1772.972040062,624,36,4397,619313,362936,115130,199,76,21.09892,3540.944360062,45225,58395,107528,202993,3,139324,254095,5021,1746.8734,356571,35,68.79,3.47,115.37,NA
2024-2025,Aug,26,PUNJAB,2624,MALERKOTLA,246319,331.481003468097,22,11,127.839556748,218,16,1151,166662,141939,16012,9,2,8.47838,688.770806748,7494,8026,12790,18804,0,19752,27051,1369,552.45287,129156,11,41.17,22.33,99.98,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,315.092327176452,23,67,764.173193204,1589,123,6446,898561,750034,74766,0,0,40.6285,3636.098459204,38051,40055,66754,89384,3,107342,135206,8035,2831.296766,730978,23,80.55,11.67,101.4,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,324.340412619744,20,71,426.313525934,845,14,3106,751394,601722,77624,117,18,31.33429,2894.722215934,36807,39418,61510,98673,4,85968,129698,3951,2437.0744,552066,11,49.08,20.6,100.23,NA
2024-2025,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,1142944,317.204804714814,32,150,130.7108718,952,0,3931,800880,597452,42192,0,0,40.15872,2711.2994318,24810,26318,35274,55751,15,53294,78720,4883,2540.42984,648682,27,34.21,39.09,99.95,NA
2024-2025,Aug,26,PUNJAB,2619,SAS NAGAR MOHALI,263429,322.311692753875,25,11,174.5421758,489,20,2705,207573,100828,11310,52,7,14.16987,857.7440958,8251,8708,16141,22440,6,33660,44704,3194,669.03205,175038,25,61,10.86,101.16,NA
2024-2025,Sep,26,PUNJAB,2601,GURDASPUR,807305,332.194618211912,25,26,1149.897370199,1569,462,6186,410830,51931,9035,253,11,44.18421,2558.836730199,16188,17002,61325,70849,12,121880,139016,7755,1364.75515,209177,41,66.64,10.17,101.95,NA
2024-2025,Sep,26,PUNJAB,2615,MOGA,908374,324.072183735905,18,34,258.055475495,924,10,3252,499456,456305,86290,46,15,28.56686,1905.220301495,27000,30695,55862,95498,1,90459,146492,4176,1618.597966,351081,10,61.79,24.23,106.56,NA
2024-2025,Sep,26,PUNJAB,2616,MUKATSAR,1212565,338.849529920384,15,136,573.761044738,1057,13,7055,627766,535102,126685,241,68,32.625,2733.568184738,40532,50235,77653,150564,1,105499,195111,8112,2127.18214,425758,38,63.86,10.32,100.53,NA
2024-2025,Sep,26,PUNJAB,2621,BARNALA,542854,325.099498051551,23,50,332.095178335,482,5,1119,342067,306550,37390,64,15,29.79846,1473.951738335,14626,16431,25282,42982,12,37837,60931,1601,1112.0581,242018,25,56.84,7.86,100.29,NA
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,317.626035120859,26,45,722.1503098,1848,80,7228,662797,520388,57333,552,50,58.05737,2885.4235118,24907,26333,59082,75912,36,103313,128436,9076,2105.215832,404210,22,57.43,3.89,101.14,NA
2024-2025,Sep,26,PUNJAB,2603,FEROZEPUR                 ,1299549,324.005443568794,23,25,773.494568797999,2582,180,7011,642189,524166,88751,141,62,32.21407,2886.435956798,26891,31881,67927,108940,33,116759,178542,9593,2080.727318,362519,24,73.02,5.04,110.92,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,317.85482227446,25,69,1301.519433776,1793,92,6590,1039271,866102,75032,0,0,45.51383,4650.406253776,39972,42221,67004,89719,15,107482,135424,8383,3303.37299,842532,22,79.36,12.7,101.11,NA
